uniq_id,crawl_timestamp,product_url,product_name,product_description,list_price,sale_price,brand,item_number,gtin,package_size,category,postal_code,available
0a1a9a1423a6332efffd3064a97c98cb,2020-01-24 13:33:02,https://www.cymbalstore.com/ip/Hearing-Aid-Battery-Powerone-Size-13-Made-in-Germany-120-batteries/811492798,Powerone Size 13 Hearing Aid Batteries,"Powerone Size 13 hearing aid batteries provide premium, mercury-free power for your hearing aids. Manufactured in Germany with high-grade materials under clean room conditions, these zinc air batteries offer a stable voltage and long-lasting performance. Wireless approved for modern hearing aids and eco-friendly, Powerone batteries are a reliable choice. Enjoy fresh date codes and dependable power.",39.99,39.99,Powerone,"",0753524138239,,Household Essentials | Batteries | Hearing Aid Batteries,,t
ac6fef366461e4cd2148a70044b789e5,2020-01-24 13:17:26,https://www.cymbalstore.com/ip/6-Variable-Speed-Random-Orbit-Dual-Action-Polisher-with-a-6-Pad-Waffle-Foam-Wool-Buffing-and-Polishing-Kit-Buff/656294341,"6\"" Dual-Action Polisher Kit","The 6\"" Dual-Action Polisher Kit delivers professional detailing results. Featuring a variable speed, random orbit polisher with a powerful 7.5 Amp motor and 6.5\"" foam & wool pads, this kit tackles everything from waxing to removing paint defects. Includes interchangeable handles, a 6\"" grip backing plate, and adjustable speeds from 2000-6400 OPM for swirl-free finishes. The pad kit contains waffle foam pads delivering smoother polishing action by reducing heat build-up and a wool grip pad.",99.96,99.96,TCP Global,"",0848849011791,,Household Essentials | Cleaning Supplies | Carpet & Floor Cleaners | Floor Cleaners,,t
e1b7774b972d57fdfd17f56e26a11908,2020-03-10 03:33:41,https://www.cymbalstore.com/ip/H-B-Smith-Tools-API-20-Contractor-Trash-Bags-42-Gallon-Box-of-20/141919172,H.B. Smith Contractor Trash Bags,"Clean up any mess with H.B. Smith Contractor Trash Bags. These heavy-duty, 3 mil thick bags resist tears and punctures, perfect for construction debris, broken glass, and more. Each 42-gallon bag fits standard bins and comes with twist ties for secure closure. This bulk pack of 20 ensures you're stocked for multiple projects. The black color conceals contents for privacy. Easily dispense bags from the box, one at a time.",8.92,8.92,HB Smith,577187073,0075877225528,,Household Essentials | Paper & Plastic | Trash Bags | All Trash Bags,,t
e88ba527e18bd15216f0986dae618c94,2020-03-10 03:53:34,https://www.cymbalstore.com/ip/Natural-Value-Clear-Plastic-Wrap-Pack-of-4-total-of-400-sq-ft/596228195,Clear Plastic Wrap,"Keep food fresh with Clear Plastic Wrap. BPA, PVC, and plasticizer-free, this wrap is made from polyethylene. Packaged in 100% recycled paperboard for minimal environmental impact. Each pack contains 4 rolls, totaling 400 sq ft of wrap. A responsible choice for your kitchen since 1995.",18.65,18.65,Natural Value,"",0711237971581,,Household Essentials | Paper & Plastic | Plastic Wrap,,t
e58d481abe1a74dea5d2c7b82e6a334b,2020-01-24 13:06:16,https://www.cymbalstore.com/ip/Odontomed2011-Adson-Tissue-Forceps-4-75-1x2-Teeth-Tungsten-Carbide-Odm/431829686,Adson Tissue Forceps,"Adson Tissue Forceps are precision-crafted from quality stainless steel. These 4.75\"" forceps feature 1x2 teeth with tungsten carbide inserts for enhanced grip and durability. Ideal for delicate tissue manipulation.",10.80,10.80,Odontomed2011,"",0759627767543,,Household Essentials | Paper & Plastic | Facial Tissue | All Facial Tissues,,t
1bf6035c6eeb8302a743a5ea3d24d8e1,2020-01-24 13:55:17,https://www.cymbalstore.com/ip/GEMS-LED-Smart-Light-Bulb-5-watt/122461945,GEMS Smart LED Bulb,Control your home lighting with the GEMS Smart LED Bulb. This 5-watt smart bulb allows you to adjust brightness and potentially color temperature through your smartphone or voice assistant. Enjoy energy-efficient lighting and create customized ambiances for any room.,7.60,7.60,Gems,"",0813125029357,,Household Essentials | Light Bulbs | Smart Bulbs,,t
b29bd19709372d2ad30057d219011184,2020-03-10 03:13:53,https://www.cymbalstore.com/ip/Renuzit-Vanilla-Apricot-Blossom-Almond-Cone-Air-Freshener-7-oz/538399407,Renuzit Scent Cones,"Renuzit Scent Cones easily banish odors and refresh any room with long-lasting fragrance. Simply adjust the cone height to control the scent release. Enjoy freshness for pennies a day with a variety of exceptional fragrances. Made with 97% natural ingredients and biodegradable, Renuzit Scent Cones are an affordable way to transform small spaces. Vanilla is anything other than bland. Inhale the delights of creamy vanilla baked with Butterscotch, maple and coconut. Then dusted off with Cinnamon and toasted Almond for an irresistible delight.",6.38,6.38,Renuzit,"",0191565304082,,Household Essentials | Air Fresheners | Renuzit Air Fresheners,,t
bcb9b6da95a1ff0c500ab01d74b90f36,2020-03-10 03:38:27,https://www.cymbalstore.com/ip/Allis-Tissue-Forceps-Economy-7/719228058,Allis Tissue Forceps,"Economy Allis Tissue Forceps, 7\"" length. These forceps are designed for grasping and holding tissues during surgical procedures. A cost-effective option for general use.",14.59,14.59,JorVet,"",0723754003003,,Household Essentials | Paper & Plastic | Toilet Paper,,f
70fd0e68b0eaf14acd12615ae5aa0ab9,2020-03-10 04:17:29,https://www.cymbalstore.com/ip/Spectracide-Triazicide-Insect-Killer-For-Lawns-Landscapes-Concentrate-Ready-to-Spray-32-Ounce-6-Pack/625671853,Spectracide Triazicide Lawn & Landscape Insect Killer Concentrate,"Take control of your lawn and landscape with Spectracide Triazicide Lawn & Landscape Insect Killer Concentrate. This fast-acting formula protects lawns, vegetables, fruit and nut trees, roses, flowers, trees, and shrubs from over 260 listed insects above and below ground. Controls grubs, ants, fleas, deer ticks, Japanese beetles, and more by contact. This concentrate formula can be diluted and applied with a tank sprayer (sold separately). Apply early for best results, wetting leaves and branches thoroughly. Non-staining to most home siding (see label for details).",80.26,80.26,Spectracide,"",0305489459227,,Household Essentials | Pest Control | Insect Sprays & Foggers,,t
f2916e631c117a3b7af61d6b8c4842db,2020-01-24 13:41:43,https://www.cymbalstore.com/ip/Duracell-1-5V-Coppertop-Alkaline-AAA-Batteries-8-Pack/16663050,Duracell Coppertop AAA,"Duracell Coppertop AAA batteries deliver long-lasting, reliable power for your everyday devices. This 8-pack of 1.5V alkaline batteries features Power Preserve Technology, guaranteeing 10 years of storage and protection against damaging leaks. Perfect for toys, remotes, flashlights, and more. Duracell Coppertop: trusted power you can depend on.",7.47,7.47,Duracell,556346569,0041333844015,,Household Essentials | Batteries | AAA Batteries,,t
fbdf027023bf63075adc0a231b6dd35a,2020-03-10 03:50:28,https://www.cymbalstore.com/ip/3-x-4-Jewelry-Storage-Mini-Plastic-Bags-2-Mil-Thick-Clear-Resealable-Baggies-500-Pieces/138694863,Resealable Jewelry Bags,"Resealable Jewelry Bags: Perfect for safeguarding jewelry and other valuables. These 2 mil reclosable bags are also excellent for organizing small parts, first aid supplies, or medications. Reliable, easy to use, and economical, these bags are made from 100% virgin low-density polyethylene (LDPE) and meet FDA/USDA requirements. Features include an offset lip for easy opening, water-resistance, and recyclability. Available in multiple sizes and quantities. Not recommended for microwave, dish-washer or oven.",12.95,12.95,PackagingSuppliesByMail,"",0710500401299,,Household Essentials | Paper & Plastic | Food Storage Bags | Food Bags,,t
bba384c73882f24226a486547f6f742a,2020-03-10 03:31:12,https://www.cymbalstore.com/ip/Zep-Air-and-Fabric-Odor-Eliminator-32-Ounces-ZUAIR-Pack-of-2/759177746,Zep Odor Eliminator,"Zep Odor Eliminator delivers professional-grade odor control for your home. Trusted by professionals for over 80 years, Zep neutralizes tough odors on contact, leaving a long-lasting fragrance. Use on carpets, upholstery, clothing, bedding, rugs, or simply spray in the air. Avoid use on leather, suede, or silk, and never spray on pets. Experience the power of Zep for a fresh, clean environment.",18.56,18.56,Zep,"",0305489648690,,Household Essentials | Air Fresheners,,t
a3d77c2aa99633422a1eba345a7760fb,2020-03-10 03:33:45,https://www.cymbalstore.com/ip/Stainless-Steel-Polish-Cleaner-15-Oz/19662668,Stainless Steel Polish,"Maintain the brilliance of your stainless steel with our specialized Stainless Steel Polish. This effective formula not only cleans surfaces, removing fingerprints, smudges, and grease, but also polishes to a high shine. Bring back the luster to your appliances, fixtures, and more. Easy to use and leaves a protective coating to help prevent future stains. Perfect for both home and professional use, ensuring your stainless steel remains looking its best.",4.44,4.44,Sprayway,555633356,0041911008419,,Household Essentials | Cleaning Supplies | All-Purpose Cleaners,,t
4df122a27552b7e93f8bedf7f0f904eb,2020-01-24 13:19:34,https://www.cymbalstore.com/ip/Drum-Power-Auger-1-2-by-50Ft-Electric-Drain-Cleaner-Snake-Compact-with-Built-In-GFCI-For-Pipes-2-in-Diameter-to-4-Plumbing-Snake-by-Pentagon-Tool/324813429,Professional Drum Auger,"The Professional Drum Auger tackles tough clogs in 2-4 inch pipes. Featuring a 50-foot, \u00bd-inch cable, this electric drain cleaner is a homeowner's essential. Its compact design with wheels and adjustable stand ensures portability and easy storage. A GFCI protects against electric shock, while the air-activated foot switch offers simple operation. The enclosed drum minimizes splatter. Includes arrow, boring bulb, C-cutter, and spade tools for comprehensive drain cleaning.",366.68,366.68,DTX Intl,570922656,0192664890629,,Household Essentials | Drain & Septic Care,,t
c48a4b0cf1548d89b00d8dda95d59644,2020-03-10 04:10:58,https://www.cymbalstore.com/ip/14W-T8-LED-Tube-Glass-Ballast-Bypass-1-800-lms-4000k-DLC-20-Pack/707444081,LED T8 Tube - 20 Pack,"This LED T8 Tube - 20 Pack offers exceptional value and quality. These 14-Watt ballast bypass tubes are perfect for workspaces, warehouses, retail spaces, and homes. Easy to install with included instructions, featuring a single-end design. Long-lasting performance with a 50,000-hour lifespan and a 5-year warranty. Energy-efficient, consuming 80% less energy than fluorescent lights. Features 4000K cool white lighting, 1800 lumens, a 180\u00b0 beam angle, and operates on 120-277 VAC. Non-dimmable and environmentally friendly. Includes 20 LED T8 tubes.",89.95,89.95,Elighting,578929011,0845940006251,,Household Essentials | Light Bulbs | Tube Light Bulbs,,t
dddd1317d7f922ed2ee4678ec361c868,2020-01-24 13:30:22,https://www.cymbalstore.com/ip/MARBLELIFE-Stone-Shower-Clean-Maintenance-Kit-MTC-41150-MMR-41190-SSR-41200-MAX-41300-MFT-55225/379428244,MARBLELIFE Stone Shower Care System,"Maintain your marble, granite, and stone shower's beauty with the MARBLELIFE Stone Shower Care System. This comprehensive kit includes: Soap Scum Remover (16oz), Mold & Mildew Remover (32oz), Maxout Tile & Grout Deep Cleaner (32oz), Marble & Travertine Cleaner (32oz), and a Microfiber Towel. Safely remove soap scum, mold, and mildew. Deep clean grout to reveal its original shine. Maintain your shower with a stone-safe cleaner that won't etch, dull, or damage surfaces. The microfiber towel lifts dirt and oil effectively. Everything you need for a fresh, clean shower.",55.75,55.75,MARBLELIFE,"",0851133000395,,Household Essentials | Bathroom | Bathroom Cleaners,,f
2b3fe2d993670fdb524b0569d89f38fd,2020-03-10 04:11:44,https://www.cymbalstore.com/ip/6-Pack-Bioluz-LED-60-Watt-Light-Bulb-Replacement-Warm-White-Non-Dimmable-A19-LED-Light-Bulbs/114154523,Bioluz LED A19 Bulbs,"Replace your old bulbs with Bioluz LED A19 Bulbs! These energy-efficient LEDs offer a standard medium base and a light quality near-identical to incandescent. Available in 60W (9W) and 40W (6W) equivalents, enjoy significant energy savings without sacrificing beauty or brightness. Bioluz LED A19 Bulbs deliver warm, inviting light at 2700K, matching the familiar color of incandescent bulbs. These bulbs are non-dimmable and feature instant-on functionality, wide beam, and cool-running LED technology. Get the perfect blend of performance, aesthetics, and affordability.",13.79,13.79,Bioluz LED,571704139,0682440827388,,Household Essentials | Light Bulbs | LED Light Bulbs,,t
f64f8b48cf1169f1a5f1afedb3d15612,2020-03-10 04:55:49,https://www.cymbalstore.com/ip/36-Inch-91-cm-2-Pair-Pack-of-Silver-Sparkling-Athletic-shoelaces-8mm-wide-flat-dance-trainer-laces/519714099,Silver Athletic Shoelaces,"Silver Athletic Shoelaces: Add sparkle to your step with these silver athletic shoelaces! This 2-pair pack features 8mm wide, flat laces perfect for trainers or dance shoes. The brilliant, fashionable glitter style instantly elevates your look and gives your shoes a fresh, eye-catching pop. Infuse your footwear with twinkling silver color!",8.59,8.59,Sport28,"",0653407440858,,Household Essentials | Shoe Care & Repair | All Shoe Care & Repair,,f
cbc102bb45332f64716e6ee4825e2b19,2020-01-24 13:58:45,https://www.cymbalstore.com/ip/Airwick-RAC91110CT-Scented-Oil-Warmer-Refill-12-Carton-Clear/51718534,Scented Oil Warmer Refill,"Scented Oil Warmer Refill delivers a constantly changing Paradise Retreat fragrance, blending coconut, sweet almond blossom, and cherry, to create a welcoming atmosphere. Enjoy long-lasting scent for up to 45 days on the low setting. Its easy-to-install design clicks quickly into Air Wick scented oil warmers (sold separately) for immediate use.",43.18,43.18,Air Wick,"",51718534,,Household Essentials | Bathroom | Air Freshener & Deodorizer Refills,,t
