run_id,alternative,is_success,duration,total_tokens,tool_name
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,smart_edit
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,file_create
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5141,godoctor-mcp,1,103811198167,963495,write_file
5143,godoctor-extension,1,119520594542,1870086,file_create
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,smart_edit
5141,godoctor-mcp,1,103811198167,963495,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,file_create
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5143,godoctor-extension,1,119520594542,1870086,smart_edit
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5143,godoctor-extension,1,119520594542,1870086,smart_edit
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,smart_edit
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,read_file
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,file_create
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,smart_edit
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5141,godoctor-mcp,1,103811198167,963495,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5143,godoctor-extension,1,119520594542,1870086,smart_edit
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,read_file
5143,godoctor-extension,1,119520594542,1870086,file_create
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,smart_edit
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5143,godoctor-extension,1,119520594542,1870086,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,google_web_search
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5146,godoctor-mcp-with-extension-context,1,124520180917,1278953,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,add_dependency
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,write_file
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,google_web_search
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,add_dependency
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,replace
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,file_create
5147,godoctor-extension,1,99353675208,1022730,google_web_search
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,read_docs
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,file_create
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,smart_edit
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,file_create
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,file_create
5144,godoctor-mcp-with-custom-context,1,159145557958,1912681,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,file_create
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,read_docs
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,verify_tests
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,file_create
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_read
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,file_create
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,file_create
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,smart_edit
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,smart_edit
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5147,godoctor-extension,1,99353675208,1022730,file_create
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,smart_edit
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5147,godoctor-extension,1,99353675208,1022730,file_create
5142,godoctor-mcp-with-extension-context,1,198350340458,1506737,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,smart_edit
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,smart_edit
5147,godoctor-extension,1,99353675208,1022730,file_create
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,file_create
5145,godoctor-mcp,1,161137630042,1290693,file_create
5147,godoctor-extension,1,99353675208,1022730,file_create
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,read_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,write_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,replace
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,read_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5147,godoctor-extension,1,99353675208,1022730,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5150,godoctor-mcp-with-extension-context,1,108028116250,1195680,run_shell_command
5148,godoctor-mcp-with-custom-context,1,124869790042,1419164,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,replace
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,google_web_search
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,write_file
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,read_docs
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,write_file
5145,godoctor-mcp,1,161137630042,1290693,file_create
5151,godoctor-extension,1,101269814250,873699,read_docs
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,file_create
5151,godoctor-extension,1,101269814250,873699,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,file_create
5155,godoctor-extension,1,128044875750,1503561,file_create
5145,godoctor-mcp,1,161137630042,1290693,write_file
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,write_file
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,smart_edit
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5151,godoctor-extension,1,101269814250,873699,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5145,godoctor-mcp,1,161137630042,1290693,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,write_file
5151,godoctor-extension,1,101269814250,873699,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,smart_edit
5155,godoctor-extension,1,128044875750,1503561,smart_edit
5145,godoctor-mcp,1,161137630042,1290693,write_file
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5151,godoctor-extension,1,101269814250,873699,file_create
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,write_file
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,file_create
5145,godoctor-mcp,1,161137630042,1290693,replace
5155,godoctor-extension,1,128044875750,1503561,smart_edit
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,file_create
5151,godoctor-extension,1,101269814250,873699,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,file_create
5151,godoctor-extension,1,101269814250,873699,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5149,godoctor-mcp,1,163956121125,1165176,write_file
5145,godoctor-mcp,1,161137630042,1290693,write_file
5155,godoctor-extension,1,128044875750,1503561,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,run_shell_command
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5155,godoctor-extension,1,128044875750,1503561,smart_edit
5145,godoctor-mcp,1,161137630042,1290693,file_create
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
5149,godoctor-mcp,1,163956121125,1165176,run_shell_command
5151,godoctor-extension,1,101269814250,873699,run_shell_command
5145,godoctor-mcp,1,161137630042,1290693,run_shell_command
5152,godoctor-mcp-with-custom-context,1,161618097875,1730472,write_file
